doctor,hospital,new_price,ori_price,orders,diaries
【鼻部】免费招募模特（限3名）鼻基底填充术 告别凹陷老态 填出饱满富贵相,北京京民医院,980.0,2480.0,3.0,0.0
【鼻部修复】无痛注射物、假体取出 重塑完美鼻型,北京柏丽医疗美容门诊部,58000.0,80000.0,7.0,24.0
【鼻部】SMART鼻综合，耳软骨+假体，超值手术类项目，写日记获双重返现,北京俪美汇医疗美容门诊部,6800.0,18800.0,86.0,3.0
【鼻部】（鼻综合）立体自然挺翘 假体隆鼻+耳软骨鼻尖+鼻头缩小8800元 写日记返现,北京彤美医美美容门诊部,8800.0,19800.0,18.0,0.0
【鼻部】（鼻综合） 立体 自然 挺翘明星鼻  假体隆鼻+耳软骨鼻尖延长5800写日记返现,北京彤美医美美容门诊部,5800.0,15800.0,16.0,0.0
【硅胶隆鼻】免费招募模特（限3名）鼻梁抬高术 观若自生  触似天成,北京京民医院,980.0,2480.0,4.0,0.0
【鼻部综合】综合整形|鼻头缩小|硅胶隆鼻|鼻翼缩小|美俏鼻部整形,北京金燕子医疗美容诊所,13999.0,32000.0,21.0,29.0
【耳软骨鼻尖】鼻部整形-耳软骨隆鼻尖,北京金燕子医疗美容诊所,6600.0,12000.0,13.0,3.0
【鼻部修复】鼻头缩小手术 缩小鼻头 美鼻打造术,北京金燕子医疗美容诊所,6800.0,12800.0,47.0,0.0
【埋线隆鼻】害怕手术又想要挺翘美鼻的绝佳方案，院长亲自操作，日记双重返现,北京俪美汇医疗美容门诊部,3980.0,9800.0,8.0,0.0
【鼻部】韩国进口假体隆鼻，专属定制，即现立体面庞，日记双重好礼返现+赠送4D无针水光,北京俪美汇医疗美容门诊部,4800.0,16800.0,6.0,0.0
【鼻综合】贵族美猫鼻，膨体隆鼻+（自体耳软骨垫鼻尖/鼻翼/鼻孔缩小）,北京京都时尚医疗美容诊所,18800.0,59800.0,7.0,0.0
【耳软骨鼻尖】塑造挺秀之美 高亚东院长  私信即送水氧活肤一次,北京美玉颜整形,3800.0,8800.0,29.0,2.0
【硅胶隆鼻】俊俏的鼻尖 笔挺的鼻梁 甚是好看  私信即送水氧活肤一次,北京美玉颜整形,3999.0,9800.0,70.0,26.0
【手术延长鼻小柱】免费招募模特（限3名）鼻小柱延长术 线雕鼻小柱  成就美鼻曲线,北京京民医院,4800.0,9800.0,8.0,0.0
【手术缩鼻翼】免费招募模特（限3名）鼻翼缩小术 告别呆萌“肥鼻翼”,北京京民医院,6800.0,12800.0,2.0,1.0
【手术缩鼻头】免费招募模特（限3名）鼻头缩小术 改变肥大鼻头 精雕立体美鼻,北京京民医院,6800.0,12800.0,4.0,0.0
【自体耳软骨+硅胶隆鼻】北京杨仁宝 鼻综合,北京杨仁宝医疗美容,25800.0,52800.0,20.0,6.0
【假体隆鼻】杨仁宝医疗美容进口硅胶隆鼻部术,北京杨仁宝医疗美容,20500.0,21800.0,17.0,6.0
【鼻综合】北京杨仁宝 鼻综合,北京杨仁宝医疗美容,42500.0,69000.0,21.0,4.0
【自体耳软骨+膨体隆鼻】北京杨仁宝 鼻综合,北京杨仁宝医疗美容,62500.0,105600.0,44.0,2.0
【隆鼻】北京基础美缩小鼻头5980元,北京基础美医疗美容医院,5980.0,11960.0,34.0,0.0
【鼻综合】线雕鼻综合（鼻头、鼻背抬高）8800元,北京基础美医疗美容医院,8800.0,17680.0,42.0,0.0
【其他】基础美线雕鼻小柱1980元,北京基础美医疗美容医院,1980.0,5940.0,46.0,0.0
【隆鼻】线雕隆鼻,北京京美医疗美容诊所,12800.0,19800.0,0.0,0.0
【膨体隆鼻】特色膨体取出   干净取出不伤害组织  ,北京柏丽医疗美容门诊部,9800.0,12800.0,33.0,0.0
【硅胶隆鼻】【小鼻综合@北京航天总院郭伟】面部一枝花，全靠鼻当家,新氧公立医生运营部,8999.0,12000.0,10.0,17.0
【硅胶隆鼻】重塑天生气质美鼻，美学设计 线条流畅 不怕揉捏 写日记返现500~1000元,北京延世医疗美容诊所,11520.0,12800.0,17.0,9.0
【自体软骨垫鼻尖】耳软骨垫鼻尖  自体材料不排异 手感真实自然 写日记返现500~1000元,北京延世医疗美容诊所,8820.0,9800.0,10.0,6.0
【硅胶隆鼻】方舟韩式生科隆鼻|隆鼻梁|鼻子塑形,北京方舟皮肤病医院整形美容中心,4800.0,18000.0,44.0,0.0
【膨体隆鼻】【个性定制小翘鼻】【发日记返现300元】,北京惠平霖医疗美容诊所,2999.0,8980.0,2.0,0.0
【鼻部】【鼻综合】【八大处@王冰清】全肋软骨鼻综合，发案例即返1000。,中国医学科学院整形外科医院,13580.0,21000.0,22.0,0.0
【硅胶隆鼻】【硅胶隆鼻】娇俏立体美鼻你也可拥有,北京凯润婷(原史三八)医疗美容医院,9600.0,14800.0,0.0,0.0
【埋线隆鼻】【线雕隆鼻】鼻头必备鼻小柱全方位塑形隆鼻,北京凯润婷(原史三八)医疗美容医院,880.0,1600.0,7.0,0.0
【鼻综合】 私人定制、匠心精琢,北京美奥整形美容机构,68000.0,96000.0,42.0,0.0
【鼻部】歪鼻矫正,北京火箭军总医院整形外科,18000.0,30000.0,38.0,0.0
【鼻翼缩小】❀鼻翼缩小❀ 蜕变 • 从塑造自己开始,北京英煌医疗美容,8800.0,16800.0,47.0,0.0
【鼻部综合】【耳软骨+鼻头塑形+进口硅胶假体】360度无死角 打造自然精致小翘鼻,北京韩啸医疗美容门诊部,18800.0,38000.0,0.0,0.0
【硅胶隆鼻】北京丽港医疗----4D立体塑造翘挺美鼻 手感逼真宛若天生,北京丽港医疗美容诊所,3960.0,8800.0,46.0,0.0
【手术缩鼻头】鼻头缩小 特价2800元,北京利美康岩之畔美容门诊部,2800.0,8800.0,48.0,0.0
【隆鼻】膨体假体取出 特价1580,北京利美康岩之畔美容门诊部,1580.0,5800.0,52.0,0.0
【膨体隆鼻】【进口膨体隆鼻】量身定制，让你拥有高鼻梁,北京英煌医疗美容,28000.0,28000.0,54.0,0.0
【鼻综合】四维金三角立体隆鼻 ，订制气质美鼻 不止高一点,北京英煌医疗美容,98000.0,98000.0,12.0,3.0
【鼻部修复】英煌隆鼻失败修复，让您的美丽更加精彩,北京英煌医疗美容,128000.0,128000.0,42.0,0.0
【硅胶隆鼻】康宁假体！全返现！包吃住行！安大大原军区医院专家主刀！,嘉和百旺（北京）医疗美容门诊部,6600.0,7800.0,43.0,0.0
【自体耳软骨+硅胶隆鼻】韩式生科假体！全返现！包吃住行！安大大原军区医院专家主刀！,嘉和百旺（北京）医疗美容门诊部,11800.0,19800.0,56.0,0.0
【鼻综合】进口膨体必特峰！全返现！包吃住行！安大大原军区医院专家主刀！,嘉和百旺（北京）医疗美容门诊部,102000.0,128000.0,40.0,0.0
【假体隆鼻】【北医三院@安阳】单纯隆鼻,北京大学第三医院整形美容外科（北医三院）,7000.0,13000.0,31.0,13.0
【硅胶隆鼻】【假体隆鼻】自然弧度，宛如天生,北京叶美人医疗美容诊所,3800.0,6800.0,56.0,8.0
【宽鼻矫正】宽鼻矫正 上市品牌 效果保证,北京利美康岩之畔美容门诊部,8800.0,16800.0,52.0,0.0
【鼻综合】【鼻综合C套餐】硅胶鼻背+中隔软骨抬高鼻尖延长鼻小柱耳软骨修饰鼻尖,北京火箭军总医院整形外科,29800.0,45000.0,8.0,0.0
【鼻综合】【鼻综合B套餐】硅胶鼻背+肋软骨鼻尖鼻小柱,北京火箭军总医院整形外科,26800.0,40000.0,3.0,0.0
【鼻综合】【鼻综合A套餐】硅胶鼻背+耳软骨鼻尖鼻小柱,北京火箭军总医院整形外科,16800.0,30000.0,7.0,0.0
【硅胶隆鼻】北京精艺吉美 国产假体隆鼻特惠来袭,北京精艺吉美医疗美容,1999.0,5800.0,48.0,0.0
【硅胶隆鼻】威宁假体隆鼻 挺翘美鼻隆出来 面部五官更精致,北京同林堂医疗美容,3200.0,5600.0,1.0,15.0
【自体软骨隆鼻】【20年整形名医王绍国】 自体筋膜全鼻美化 打造真实自然美鼻,北京爱多邦医疗美容诊所,28000.0,35000.0,0.0,0.0
【鼻部】【鼻综合】【航天总医院@郭伟】超3D线条-犹如天生,新氧公立医生运营部,16800.0,28000.0,0.0,0.0
【鼻部】【鼻综合+假体下巴】【航天总医院@公立医生郭伟】女神套餐-自然天成,新氧公立医生运营部,15800.0,22000.0,0.0,6.0
【手术缩鼻翼】新氧名医机构-冯主任亲诊【鼻翼缩小】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,23800.0,26800.0,6.0,0.0
【鼻部综合】【自体耳软骨+硅胶隆鼻】曲线雕刻，塑造自然和谐生态美鼻,北京可思美医疗美容诊所,11999.0,58000.0,8.0,0.0
【鼻部综合】自然生态美鼻全包价,北京可思美医疗美容诊所,59800.0,128000.0,4.0,0.0
【自体软骨隆鼻】新氧名医机构-冯主任亲诊【肋软骨KL鼻基底填充】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,28000.0,28000.0,6.0,0.0
【自体软骨隆鼻】新氧名医机构-冯主任亲诊【肋软骨鼻综合】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,62800.0,62800.0,7.0,13.0
【自体软骨隆鼻】新氧名医机构-冯主任亲诊【肋软骨短鼻延长】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,23800.0,23800.0,2.0,0.0
【自体软骨隆鼻】新氧名医机构-冯主任亲诊【鼻小柱上唇夹角矫正】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,18000.0,18000.0,1.0,0.0
【鼻部修复】新氧名医机构-刘彦军院长亲诊【单次鼻修复】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,100000.0,120000.0,4.0,5.0
【鼻部综合】新氧名医机构-刘彦军院长亲诊【肋软骨鼻综合】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,80000.0,100000.0,7.0,0.0
【自体软骨隆鼻】新氧名医机构-冯主任亲诊【肋软骨鼻尖成形】，写日记返现高达3000元,北京沃尔刘彦军医疗美容诊所,32800.0,32800.0,5.0,22.0
【鼻综合】【隆鼻@吕晓杰】写日记返现1000元,清华大学玉泉医院,18800.0,50800.0,58.0,0.0
【硅胶隆鼻】进口韩式生科鼻假体，安全，放心，手感，值得的选择~,北京东方瑞丽医疗美容门诊部,6800.0,12800.0,0.0,0.0
【自体软骨隆鼻】沃尔@赵丹【鼻小柱上唇夹角矫正】面中部年轻一体化，勾勒完美轮廓,北京沃尔刘彦军医疗美容诊所,11000.0,11000.0,0.0,0.0
【鼻部综合】【20年整形名医王绍国】   私人订制的翘挺美鼻,北京爱多邦医疗美容诊所,68000.0,88000.0,0.0,5.0
【自体软骨垫鼻尖】沃尔@赵丹-V•LS鼻尖结构调整法，效果自然真实•鼻挺•可捏•可揉•打造靓丽鼻部,北京沃尔刘彦军医疗美容诊所,17800.0,17800.0,0.0,0.0
【硅胶隆鼻】鼻基底整形 打造富贵 小翘鼻,北京利美康岩之畔美容门诊部,9800.0,12800.0,5.0,0.0
【手术缩鼻翼】外切缩鼻翼,北京火箭军总医院整形外科,6000.0,9800.0,79.0,0.0
【手术延长鼻小柱】线雕鼻小柱 完美小翘鼻,北京利美康岩之畔美容门诊部,2800.0,8800.0,4.0,0.0
【隆鼻】国产硅胶（威宁）仅需6800元！,北京海医悦美医疗美容门诊部（原海军总医院）,6800.0,15800.0,50.0,0.0
【鼻部】【开学套餐】耳软骨鼻综合+自体脂肪全面部填充,北京火箭军总医院整形外科,18500.0,45000.0,63.0,0.0
【宽鼻矫正】宽鼻截骨,北京火箭军总医院整形外科,13000.0,30000.0,32.0,0.0
【鼻部】【火箭军@刘莹】耳软骨鼻综合,北京火箭军总医院整形外科,9800.0,30000.0,73.0,0.0
【驼峰鼻矫正】严重驼峰鼻矫正,北京火箭军总医院整形外科,26000.0,32000.0,38.0,0.0
【鼻部】【火箭军@刘虎仙】肋软骨鼻综合A 硅胶鼻背+肋软骨鼻尖鼻小柱,北京火箭军总医院整形外科,28000.0,40000.0,42.0,0.0
【鼻部】【鼻综合】【北医三院@杨欣】,北京大学第三医院整形美容外科（北医三院）,33000.0,53000.0,16.0,0.0
【硅胶隆鼻】向塌鼻say BYE BYE 写日记返现金,禾美嘉医疗整形,9800.0,19800.0,48.0,0.0
【其他】【北医三院@安阳】宽鼻（截骨） 塑造自然鼻形,北京大学第三医院整形美容外科（北医三院）,9000.0,12000.0,65.0,1.0
【隆鼻】【北医三院@安阳】驼峰鼻矫正（截骨） 还你自然美鼻,北京大学第三医院整形美容外科（北医三院）,8000.0,15000.0,37.0,2.0
【隆鼻】线雕鼻小柱 线雕隆鼻 埋线隆鼻,北京杜国玲医疗美容诊所,4800.0,12800.0,32.0,0.0
【隆鼻】完美打造立体美鼻,北京杜国玲医疗美容诊所,3800.0,16800.0,10.0,1.0
【自体软骨隆鼻】韩式网红小翘鼻 进口韩式生科+耳软骨垫鼻尖 打造安全个性小翘鼻,北京瑞妍茗医,6800.0,18800.0,0.0,0.0
【假体隆鼻】（整形硕士许聪主刀）特惠假体隆鼻3580！,北京龙泽日盛医疗美容,3580.0,9800.0,12.0,13.0
【埋线隆鼻】资深整形硕士鼻王，许聪医生金牌项目，挺翘自然，浑然天成！,北京龙泽日盛医疗美容,6800.0,12800.0,13.0,17.0
【自体软骨隆鼻】沃尔专家-赵丹【塌鼻梁】“KL隆鼻”打破注射隆鼻短期效果，不只是简单的垫高鼻梁！,北京沃尔刘彦军医疗美容诊所,36800.0,36800.0,3.0,0.0
【鼻部】火箭军@田孝臣 全鼻再造术,北京火箭军总医院整形外科,30000.0,32000.0,12.0,0.0
【鼻翼缩小】【北医三院@安阳】,北京大学第三医院整形美容外科（北医三院）,7000.0,9000.0,15.0,6.0
【隆鼻】北京基础美假体隆鼻2699元,北京基础美医疗美容医院,2699.0,3800.0,13.0,3.0
【鼻综合】【八大处@刘暾】鼻矫正整形,新氧名医汇,13200.0,22000.0,70.0,0.0
【鼻综合】【八大处 主任医生】塑造美鼻，为你的美丽保驾护航,中国医学科学院整形外科医院,18900.0,39000.0,54.0,0.0
【鼻综合】【八大处@甘承】公立三甲名医私人订制的完美鼻子,中国医学科学院整形外科医院,11726.0,14160.0,68.0,0.0
【鼻综合】鼻综合只要11050发日记还返现！,北京唐人美天医疗美容门诊部,11050.0,23100.0,10.0,7.0
【鼻部】鼻综合 写日志返现 最高可全返,北京美再生医疗美容诊所,11800.0,42000.0,47.0,0.0
【硅胶隆鼻】【假体隆鼻】 隐形隆鼻 看得到的美丽 看不到的改变,北京瑞丽舍医疗美容诊所,6800.0,16800.0,51.0,1.0
【硅胶隆鼻】高端合资假体（硅胶） 打造面部至高点,北京常好丽格医疗美容门诊部,3800.0,8800.0,37.0,1.0
【膨体隆鼻】无痕隆鼻，塌鼻翘起来！做他心目中的女神,雍禾美度医疗美容门诊部,9800.0,26800.0,47.0,1.0
【鼻综合】【武警总医院@张菡 夜精灵硅胶+ γ型软骨隆鼻尖】,北京武警总医院医疗美容整形中心,26800.0,32000.0,33.0,0.0
【硅胶隆鼻】【八大处@宗宪磊】 面部一枝花，全靠鼻当家,中国医学科学院整形外科医院,11293.0,21000.0,0.0,0.0
【硅胶隆鼻】 给您坚挺小翘鼻，写日记返五百元！！！,北京唐人美天医疗美容门诊部,3880.0,8700.0,3.0,0.0
【鼻综合】【北医三院@安阳】 综合鼻整形C   膨体隆鼻+自体耳软骨 ,北京大学第三医院整形美容外科（北医三院）,21000.0,33000.0,49.0,0.0
【硅胶隆鼻】硅胶隆鼻+耳软骨修鼻尖 多年经验院长亲自为您订制专属美鼻~日记价5000元,北京梦莱医疗美容诊所,5000.0,19800.0,50.0,0.0
【鼻综合】鹰钩鼻（Ⅰ度）矫正 上市品牌 效果保证,北京利美康岩之畔美容门诊部,8800.0,16800.0,35.0,0.0
【鼻综合】【北医三院@安阳】综合鼻整形G  膨体隆鼻+肋软骨 ,北京大学第三医院整形美容外科（北医三院）,39500.0,72000.0,70.0,16.0
【鼻部】【综合隆鼻修复】全面修复鼻形 拥有流畅美鼻,北京梦莱医疗美容诊所,39800.0,59800.0,0.0,1.0
【鼻综合】【北医三院@安阳】肋软骨隆鼻+全面部脂肪填充，打造Angelababy混血女神,北京大学第三医院整形美容外科（北医三院）,61800.0,81000.0,46.0,0.0
【自体耳软骨+硅胶隆鼻】【八大处@解芳】硅胶隆鼻+耳软骨垫鼻尖,中国医学科学院整形外科医院,12500.0,25000.0,52.0,0.0
【鼻综合】【中日友好@曾高】膨体隆鼻,卫生部中日友好医院整形外科,37000.0,45000.0,55.0,11.0
【鼻综合】【八大处 主任医生】个性定制俏丽美鼻～,中国医学科学院整形外科医院,13300.0,20000.0,47.0,0.0
【鼻综合】【中日友好@曾高】膨体+肋骨综合隆鼻,卫生部中日友好医院整形外科,35000.0,43000.0,55.0,0.0
【鼻综合】【中日友好@曾高】全肋骨隆鼻,卫生部中日友好医院整形外科,39000.0,48000.0,49.0,0.0
【鼻综合】【北医三院@安阳】综合鼻整形H ,北京大学第三医院整形美容外科（北医三院）,29800.0,46000.0,40.0,0.0
【鼻综合】【北医三院@安阳】 综合鼻整形B   自体耳软骨+硅胶隆鼻,北京大学第三医院整形美容外科（北医三院）,17500.0,27000.0,227.0,36.0
【膨体隆鼻】【北医三院@谢祥】塑造翘挺美,北京大学第三医院整形美容外科（北医三院）,9800.0,12000.0,58.0,0.0
【全面部整形】女神打造，眼、鼻、填充、套餐，写日记返现45000元，仅限10人,北京沈玲伟业医疗美容门诊部,58600.0,106800.0,82.0,0.0
【组合套餐】双眼皮+隆鼻+下巴填充，让您进入美女行列,北京沈玲伟业医疗美容门诊部,22800.0,36000.0,51.0,0.0
【鼻部】私人订制 翘挺美鼻,北京利美康岩之畔美容门诊部,238000.0,268000.0,46.0,0.0
【自体耳软骨+膨体隆鼻】【黄寺@于波】打造立体翘鼻,北京美丽有约医疗美容,14000.0,18700.0,47.0,0.0
【鼻综合】【北医三院@安阳】综合鼻整形I,北京大学第三医院整形美容外科（北医三院）,32000.0,52000.0,42.0,0.0
【膨体隆鼻】【北医三院@安阳】,北京大学第三医院整形美容外科（北医三院）,10000.0,19000.0,43.0,0.0
【鼻综合】精雕综合隆鼻 案例征集 超值体验,北京一美医疗美容诊所,12800.0,58000.0,36.0,28.0
【鼻综合】一美生态线雕隆鼻，美鼻浑然天成~,北京一美医疗美容诊所,3880.0,12800.0,38.0,0.0
【假体隆鼻】打造完美鼻型 塑造女神范儿,北京一美医疗美容诊所,3800.0,8800.0,42.0,0.0
【鼻综合】韩式隆鼻,北京济诚仁医疗美容门诊部,2999.0,3999.0,45.0,0.0
【鼻部修复】【北医三院@安阳】鼻唇裂修复,北京大学第三医院整形美容外科（北医三院）,10000.0,40000.0,42.0,0.0
【硅胶隆鼻】【北京精艺】韩式生科隆鼻 完美匹配脸颊,北京精艺吉美医疗美容,12800.0,25600.0,37.0,0.0
【鼻综合】达拉斯隆鼻,北京济诚仁医疗美容门诊部,12800.0,19800.0,40.0,0.0
【自体耳软骨+硅胶隆鼻】达拉斯综合隆鼻,北京植信诺德医疗美容,18880.0,88899.0,58.0,0.0
【硅胶隆鼻】沈玲鼻部整形，精雕细琢、独特自然美鼻,北京沈玲伟业医疗美容门诊部,5600.0,8800.0,47.0,0.0
【硅胶隆鼻】【医大空总@刘岱】单纯隆鼻术,新氧公立医生运营部,5930.0,9450.0,57.0,0.0
【自体耳软骨+硅胶隆鼻】韩式生科假体+耳软骨垫鼻尖,北京呈美医疗美容诊所,9800.0,16800.0,42.0,0.0
【硅胶隆鼻】韩式生科假体隆鼻,北京呈美医疗美容诊所,6000.0,11800.0,44.0,0.0
【鼻综合】北京精艺吉美鼻综合夏日特价,北京精艺吉美医疗美容,12000.0,38000.0,48.0,0.0
【硅胶隆鼻】【八大处 主任医生】假体隆鼻 侧面女王，高挺鼻子不是梦～,中国医学科学院整形外科医院,5700.0,8000.0,47.0,0.0
【鼻综合】【北京航天总院@堵顶云】面部一枝花 全靠鼻当家,北京航天总医院美容科,8300.0,10000.0,44.0,0.0
【鼻部修复】李炳辉院长,美憬医疗美容诊所,64500.0,98600.0,34.0,0.0
【鼻综合】鼻部精雕术,北京瑞丽舍医疗美容诊所,33000.0,48000.0,46.0,0.0
【膨体隆鼻】膨体隆鼻,北京克莱美舍张冰杰医疗美容诊所,38000.0,45000.0,40.0,0.0
【隆鼻】我们只做“真”鼻子,北京济诚仁医疗美容门诊部,39800.0,49800.0,55.0,0.0
【膨体隆鼻】进口膨体假体隆鼻,北京仁雁医疗美容门诊部,19800.0,39800.0,43.0,0.0
【自体耳软骨+膨体隆鼻】隆鼻失败修复 重塑优美鼻形,北京仁雁医疗美容门诊部,40500.0,58500.0,46.0,0.0
【自体耳软骨+硅胶隆鼻】曲线雕刻，塑造芭比生态美鼻,北京悦丽汇三里屯诊所,11999.0,32000.0,282.0,280.0
【鼻综合】芭比生态美鼻全包价,北京悦丽汇三里屯诊所,59800.0,100000.0,121.0,0.0
【鼻综合】【硅胶+耳软骨】侧脸女神从鼻部开始,北京悦丽汇三里屯诊所,9999.0,35800.0,46.0,0.0
【鼻部】【韩式生科假体隆鼻+耳软骨垫鼻尖+鼻基底缩小+鼻头缩小】精致高挺更上镜~,北京悦丽汇三里屯诊所,26800.0,49600.0,9.0,0.0
【鼻综合】个性化定制鼻综合全包价！,北京悦丽汇张自忠诊所,9999.0,12800.0,15.0,162.0
【联合治疗】全面部整形~完美套餐，女神容颜你值得拥有,北京悦丽汇张自忠诊所,59800.0,120000.0,400.0,0.0
【硅胶隆鼻】硅胶隆鼻 不怕基础差,北京悦丽汇张自忠诊所,3980.0,5800.0,2.0,0.0
【其他】奥美定祛除，找回美丽的自己,北京悦丽汇张自忠诊所,12000.0,39800.0,54.0,0.0
【硅胶隆鼻】花皇整形硅胶隆鼻  安全永久隆鼻术,北京花皇医疗美容诊所,3980.0,6980.0,45.0,0.0
